player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster,role_similar_player_1,role_similar_player_2,role_similar_player_3,role_similar_player_4,role_similar_player_5
Ayoze Pérez,1718,Newcastle Utd,ENG-Premier League,"MF,FW",24.0,2492,Ball Progressor,Creative Playmaker,39.1,22.6,16.5,83.5,1,2,Denis Bouanga | Nîmes | 1819 | 87.5,Giacomo Raspadori | Sassuolo | 2122 | 86.6,Diego López | Valencia | 2425 | 86.2,Ritsu Doan | Arminia | 2021 | 85.7,Portu | Girona | 1718 | 83.9
Isaac Hayden,1718,Newcastle Utd,ENG-Premier League,MF,22.0,1374,Defensive Anchor,Ball Progressor,38.6,25.3,13.3,86.7,0,1,Sean Longstaff | Newcastle Utd | 1920 | 88.0,Andre Brooks | Sheffield Utd | 2324 | 87.9,Sebastian Vasiliadis | Arminia | 2122 | 87.7,Leandro Barreiro Martins | Mainz 05 | 2122 | 87.2,James Garner | Everton | 2425 | 86.7
Jacob Murphy,1718,Newcastle Utd,ENG-Premier League,"MF,FW",22.0,1148,Ball Progressor,Creative Playmaker,34.2,22.9,11.3,88.7,1,2,Luca Koleosho | Burnley | 2324 | 87.9,Jonathan Ikone | Montpellier | 1718 | 84.2,Ander Barrenetxea | Real Sociedad | 2021 | 82.4,Demarai Gray | Leicester City | 1718 | 82.3,Brian Ocampo | Cádiz | 2223 | 82.2
Jonjo Shelvey,1718,Newcastle Utd,ENG-Premier League,MF,25.0,2268,Box-to-Box Engine,Defensive Anchor,37.9,24.0,13.9,86.1,3,0,Maximilian Arnold | Wolfsburg | 2021 | 83.9,Clément Grenier | Rennes | 1819 | 78.4,Matteo Ricci | Spezia | 2021 | 78.1,Youri Tielemans | Leicester City | 2223 | 76.8,Thiago Mendes | Lyon | 2021 | 76.6
Kenedy,1718,Newcastle Utd,ENG-Premier League,"MF,DF",21.0,1023,Ball Progressor,Box-to-Box Engine,31.0,23.5,7.5,92.5,1,3,Filippo Melegoni | Genoa | 2122 | 81.8,Lukas Rupp | Hoffenheim | 1718 | 78.3,Roberto Navarro | Mallorca | 2425 | 76.2,Moussa Djenepo | Southampton | 1920 | 75.3,Kamory Doumbia | Reims | 2223 | 72.5
Matt Ritchie,1718,Newcastle Utd,ENG-Premier League,"MF,FW",27.0,2804,Ball Progressor,Defensive Anchor,37.1,21.7,15.4,84.6,1,0,Gustavo Hamer | Sheffield Utd | 2324 | 84.7,Gaël Kakuta | Amiens | 1718 | 82.6,Rubén García | Osasuna | 2021 | 81.7,Jóhann Berg Guðmundsson | Burnley | 1718 | 79.9,Borja García | Girona | 1718 | 79.1
Mikel Merino,1718,Newcastle Utd,ENG-Premier League,MF,21.0,1347,Box-to-Box Engine,Defensive Anchor,31.7,28.8,2.9,97.1,3,0,Ibrahim Sangaré | Toulouse | 1718 | 89.0,Ander Herrera | Manchester Utd | 1718 | 82.9,Exequiel Palacios | Leverkusen | 2223 | 82.5,Andre-Frank Zambo Anguissa | Marseille | 1718 | 82.0,Eduardo Camavinga | Real Madrid | 2425 | 80.9
Mohamed Diamé,1718,Newcastle Utd,ENG-Premier League,MF,30.0,2041,Defensive Anchor,Box-to-Box Engine,37.6,24.2,13.4,86.6,0,3,Vincent Pajot | Metz | 2122 | 91.2,Gelson Fernandes | Eint Frankfurt | 1819 | 90.6,Philipp Bargfrede | Werder Bremen | 1718 | 89.2,Jonathan Hogg | Huddersfield | 1718 | 89.0,Valon Behrami | Udinese | 1718 | 88.0
Dušan Tadić,1718,Southampton,ENG-Premier League,"MF,FW",28.0,2791,Creative Playmaker,Ball Progressor,33.9,27.0,6.9,93.1,2,1,Leandro Trossard | Brighton | 2021 | 87.1,Papu Gómez | Atalanta | 1718 | 83.9,Gianluca Caprari | Hellas Verona | 2122 | 83.4,Nathan Redmond | Southampton | 1819 | 82.7,David Ferreiro | Huesca | 1819 | 82.0
Mario Lemina,1718,Southampton,ENG-Premier League,MF,23.0,1720,Defensive Anchor,Box-to-Box Engine,31.6,29.1,2.5,97.5,0,3,Okay Yokuşlu | Celta Vigo | 1819 | 81.9,Walace | Udinese | 1920 | 80.6,Roberto Gagliardini | Inter | 1718 | 80.5,Igor Zubeldia | Real Sociedad | 1718 | 80.3,Tiemoué Bakayoko | Chelsea | 1718 | 79.4
Oriol Romeu,1718,Southampton,ENG-Premier League,MF,25.0,2897,Defensive Anchor,Box-to-Box Engine,33.8,29.5,4.3,95.7,0,3,Casemiro | Real Madrid | 1920 | 92.0,Guido Rodríguez | Betis | 2021 | 91.5,Renato Tapia | Celta Vigo | 2021 | 90.7,Erick Pulgar | Bologna | 1718 | 90.3,Wataru Endo | Stuttgart | 2021 | 90.3
Pierre Højbjerg,1718,Southampton,ENG-Premier League,MF,21.0,1670,Defensive Anchor,Box-to-Box Engine,35.2,29.0,6.2,93.8,0,3,Walace | Hannover 96 | 1819 | 90.1,Wilfred Ndidi | Leicester City | 2122 | 88.6,Max Meyer | Schalke 04 | 1718 | 88.2,Imran Louza | Watford | 2122 | 87.9,Lucien Agoume | Brest | 2122 | 87.8
Steven Davis,1718,Southampton,ENG-Premier League,MF,32.0,1521,Box-to-Box Engine,Defensive Anchor,35.7,23.6,12.1,87.9,3,0,Roque Mesa | Valladolid | 2223 | 81.3,Pierre Lees-Melou | Brest | 2425 | 79.9,Jordan Ferri | Montpellier | 2324 | 77.4,Míchel | Valladolid | 2021 | 76.6,Kevin Kampl | RB Leipzig | 2324 | 76.1
Badou Ndiaye,1718,Stoke City,ENG-Premier League,MF,26.0,1138,Defensive Anchor,Box-to-Box Engine,34.2,24.8,9.4,90.6,0,3,Habib Maïga | Metz | 2122 | 88.5,Andrei Girotto | Nantes | 1718 | 83.2,Gelson Fernandes | Eint Frankfurt | 1718 | 82.0,Claudio Yacob | West Brom | 1718 | 81.7,Pedro Obiang | West Ham | 1819 | 81.1
Darren Fletcher,1718,Stoke City,ENG-Premier League,MF,33.0,2219,Defensive Anchor,Ball Progressor,36.7,24.3,12.4,87.6,0,1,Papakouli Diop | Eibar | 2021 | 87.8,Yannick Cahuzac | Lens | 2021 | 87.1,Alaixys Romao | Reims | 1920 | 86.4,Nicolas Höfler | Freiburg | 2324 | 86.1,Tomás Rincón | Torino | 2021 | 85.5
Joe Allen,1718,Stoke City,ENG-Premier League,MF,27.0,3139,Defensive Anchor,Box-to-Box Engine,35.1,26.5,8.6,91.4,0,3,Xavier Chavalerin | Reims | 1819 | 89.3,Christian Nørgaard | Brentford | 2122 | 87.2,Dale Stephens | Brighton | 1718 | 86.5,Davy Pröpper | Brighton | 1718 | 84.2,Laurent Abergel | Lorient | 2021 | 83.8
Ramadan Sobhi,1718,Stoke City,ENG-Premier League,"MF,FW",20.0,1238,Ball Progressor,Box-to-Box Engine,31.0,23.4,7.6,92.4,1,3,Roberto Navarro | Mallorca | 2425 | 86.5,Nico Williams | Athletic Club | 2122 | 84.8,Désiré Doué | Rennes | 2223 | 81.8,Jonathan Ikone | Montpellier | 1718 | 79.2,Ilias Akhomach | Villarreal | 2324 | 79.0
Xherdan Shaqiri,1718,Stoke City,ENG-Premier League,"MF,FW",25.0,3039,Creative Playmaker,Ball Progressor,34.9,27.4,7.5,92.5,2,1,Ryan Fraser | Bournemouth | 1819 | 91.5,Jony | Alavés | 1819 | 90.3,Andrea Colpani | Monza | 2324 | 88.6,Matheus Pereira | West Brom | 2021 | 86.1,Josip Brekalo | Torino | 2122 | 85.4
André Ayew,1718,Swansea City,ENG-Premier League,"MF,FW",27.0,950,Ball Progressor,Defensive Anchor,36.8,24.3,12.5,87.5,1,0,Emiliano Rigoni | Elche | 2021 | 85.8,,,Kevin Lasagna | Hellas Verona | 2122 | 84.1,Maximilian Philipp | Wolfsburg | 2122 | 82.3
Ki Sung-yueng,1718,Swansea City,ENG-Premier League,MF,28.0,1868,Defensive Anchor,Ball Progressor,30.8,28.9,1.9,98.1,0,1,Jeff Hendrick | Newcastle Utd | 2021 | 85.3,Orel Mangala | Everton | 2425 | 75.4,Mohamed Elneny | Arsenal | 2021 | 74.9,Antoine Makoumbou | Cagliari | 2425 | 74.1,Alexis Blin | Lecce | 2324 | 71.4
Leroy Fer,1718,Swansea City,ENG-Premier League,MF,27.0,1397,Defensive Anchor,Box-to-Box Engine,36.9,24.2,12.7,87.3,0,3,Thomas Delaney | Sevilla | 2122 | 86.9,Tom Trybull | Norwich City | 1920 | 86.5,Tomás Pina Isla | Alavés | 1920 | 85.5,Habib Maïga | Metz | 2122 | 84.9,Julian Baumgartlinger | Leverkusen | 2021 | 84.6
Nathan Dyer,1718,Swansea City,ENG-Premier League,"MF,FW",29.0,1307,Ball Progressor,Defensive Anchor,32.7,22.7,10.0,90.0,1,0,Marc Pugh | Bournemouth | 1718 | 83.7,Keko | Valladolid | 1819 | 80.4,Takashi Inui | Eibar | 2021 | 79.6,Virgil Misidjan | Nürnberg | 1819 | 79.4,Jim Allevinah | Clermont Foot | 2324 | 78.9
Sam Clucas,1718,Swansea City,ENG-Premier League,MF,26.0,2044,Defensive Anchor,Ball Progressor,36.6,28.1,8.5,91.5,0,1,Nemanja Maksimović | Getafe | 2223 | 86.3,Marvin Bakalorz | Hannover 96 | 1819 | 84.3,Ryan Yates | Nott'ham Forest | 2425 | 84.1,Lucas Tousart | Union Berlin | 2324 | 83.8,Cheikhou Kouyaté | Crystal Palace | 1920 | 83.6
Tom Carroll,1718,Swansea City,ENG-Premier League,MF,25.0,2570,Box-to-Box Engine,Ball Progressor,31.5,25.4,6.1,93.9,3,1,Manu Trigueros | Villarreal | 2021 | 72.2,Jacopo Petriccione | Lecce | 1920 | 71.8,Angelo Stiller | Stuttgart | 2425 | 69.7,Marcelo Brozović | Inter | 2021 | 69.3,Sandro Tonali | Brescia | 1920 | 69.0
Christian Eriksen,1718,Tottenham,ENG-Premier League,"MF,FW",25.0,3218,Creative Playmaker,Box-to-Box Engine,36.9,24.2,12.7,87.3,2,3,Bruno Fernandes | Manchester Utd | 2223 | 93.0,Martin Ødegaard | Arsenal | 2324 | 92.0,Benjamin Bourigeaud | Rennes | 2223 | 89.9,Kevin Stöger | Bochum | 2324 | 88.3,Romano Schmid | Werder Bremen | 2425 | 88.2
Dele Alli,1718,Tottenham,ENG-Premier League,"MF,FW",21.0,2958,Creative Playmaker,Ball Progressor,38.8,25.7,13.1,86.9,2,1,Jack Harrison | Leeds United | 2021 | 93.1,Mason Mount | Chelsea | 2122 | 90.0,Pablo Sarabia | Sevilla | 1819 | 89.3,Thorgan Hazard | Gladbach | 1718 | 89.0,Cengiz Ünder | Marseille | 2223 | 87.3
Eric Dier,1718,Tottenham,ENG-Premier League,"MF,DF",23.0,2824,Box-to-Box Engine,Defensive Anchor,31.6,31.5,0.1,99.9,3,0,Boubacar Kamara | Marseille | 2122 | 88.3,Bryan Cristante | Roma | 2122 | 85.6,Harry Winks | Tottenham | 1920 | 83.4,Florian Grillitsch | Hoffenheim | 1920 | 82.7,Granit Xhaka | Arsenal | 1920 | 81.0
Mousa Dembélé,1718,Tottenham,ENG-Premier League,MF,30.0,1879,Box-to-Box Engine,Defensive Anchor,33.0,25.8,7.2,92.8,3,0,Nemanja Matić | Manchester Utd | 1920 | 87.4,Kevin Kampl | RB Leipzig | 2122 | 85.8,Thomas Partey | Arsenal | 2021 | 83.5,Jordan Ferri | Montpellier | 2122 | 82.9,Fernandinho | Manchester City | 2021 | 78.5
Moussa Sissoko,1718,Tottenham,ENG-Premier League,"MF,FW",27.0,1402,Ball Progressor,Creative Playmaker,27.4,26.8,0.6,99.4,1,2,Jasmin Kurtić | SPAL | 1920 | 73.6,Ruben Loftus-Cheek | Chelsea | 2223 | 72.2,Ruslan Malinovskyi | Marseille | 2223 | 70.0,Stuart Armstrong | Southampton | 2223 | 69.8,Marcos Llorente | Atlético Madrid | 2223 | 68.4
Abdoulaye Doucouré,1718,Watford,ENG-Premier League,MF,24.0,3324,Box-to-Box Engine,Defensive Anchor,36.0,26.2,9.8,90.2,3,0,Declan Rice | West Ham | 2223 | 88.0,Mikel Merino | Real Sociedad | 1920 | 87.0,Rúben Neves | Wolves | 2122 | 85.6,James Ward-Prowse | Southampton | 2021 | 85.5,Pierre Højbjerg | Tottenham | 2122 | 85.0
Roberto Pereyra,1718,Watford,ENG-Premier League,"MF,FW",26.0,1624,Creative Playmaker,Ball Progressor,34.2,28.8,5.4,94.6,2,1,Romain Faivre | Lorient | 2223 | 88.0,Jesse Lingard | West Ham | 2021 | 87.3,Álex Berenguer | Torino | 1920 | 83.5,Brahim Díaz | Milan | 2223 | 82.9,Leon Bailey | Aston Villa | 2324 | 81.8
Tom Cleverley,1718,Watford,ENG-Premier League,MF,27.0,1901,Box-to-Box Engine,Defensive Anchor,31.8,26.8,5.0,95.0,3,0,Marcel Sabitzer | RB Leipzig | 2122 | 69.3,Thomas Mangani | Angers | 1819 | 64.4,Beñat Etxebarria | Athletic Club | 1819 | 63.3,Manu Trigueros | Villarreal | 1819 | 62.4,Sanjin Prcić | Strasbourg | 2122 | 62.4
Will Hughes,1718,Watford,ENG-Premier League,MF,22.0,990,Ball Progressor,Box-to-Box Engine,28.3,25.7,2.6,97.4,1,3,Maxence Caqueret | Como | 2425 | 75.8,Kamory Doumbia | Brest | 2425 | 71.1,Guilherme | Benevento | 1718 | 70.3,Moussa Djenepo | Southampton | 1920 | 69.7,Alexis Flips | Reims | 2122 | 68.9
Étienne Capoue,1718,Watford,ENG-Premier League,MF,29.0,1542,Defensive Anchor,Box-to-Box Engine,38.7,25.4,13.3,86.7,0,3,Grzegorz Krychowiak | West Brom | 1718 | 90.6,Josuha Guilavogui | Wolfsburg | 2122 | 88.8,Philipp Bargfrede | Werder Bremen | 1718 | 88.3,Benjamin André | Lille | 1920 | 88.2,Lucas Leiva | Lazio | 1920 | 88.2
Chris Brunt,1718,West Brom,ENG-Premier League,"MF,DF",32.0,1920,Box-to-Box Engine,Defensive Anchor,30.3,25.2,5.1,94.9,3,0,Miguel Veloso | Hellas Verona | 2122 | 83.9,Luca Cigarini | Cagliari | 1819 | 79.4,Esteban Granero | Espanyol | 1819 | 72.1,Daniel Parejo | Villarreal | 2122 | 72.1,Álex Granell | Girona | 1718 | 70.8
Claudio Yacob,1718,West Brom,ENG-Premier League,MF,30.0,903,Defensive Anchor,Box-to-Box Engine,36.5,24.5,12.0,88.0,0,3,Marvelous Nakamba | Aston Villa | 2122 | 95.4,Sergio Álvarez | Eibar | 1920 | 93.3,Gelson Fernandes | Eint Frankfurt | 1718 | 91.7,Wakaso | Alavés | 1920 | 91.2,Maxime Gonalons | Granada | 1920 | 90.1
Gareth Barry,1718,West Brom,ENG-Premier League,MF,36.0,1923,Defensive Anchor,Box-to-Box Engine,33.7,26.7,7.0,93.0,0,3,Pasquale Schiattarella | Benevento | 2021 | 87.9,Alaixys Romao | Reims | 1920 | 87.6,Miguel Veloso | Hellas Verona | 2021 | 86.6,Daniel Wass | Valencia | 2122 | 85.9,Papakouli Diop | Eibar | 2021 | 84.8
Grzegorz Krychowiak,1718,West Brom,ENG-Premier League,MF,27.0,1641,Defensive Anchor,Box-to-Box Engine,36.9,27.1,9.8,90.2,0,3,Francis Coquelin | Valencia | 1819 | 94.6,Étienne Capoue | Watford | 1718 | 90.6,Alberto Grassi | Cagliari | 2122 | 88.4,Josuha Guilavogui | Wolfsburg | 2122 | 88.3,Walace | Udinese | 1920 | 88.0
Jake Livermore,1718,West Brom,ENG-Premier League,MF,27.0,2674,Defensive Anchor,Ball Progressor,40.9,23.7,17.2,82.8,0,1,Jeffrey Schlupp | Crystal Palace | 2223 | 87.7,Oriol Romeu | Girona | 2223 | 87.0,Pere Pons | Girona | 1819 | 85.9,Ylber Ramadani | Lecce | 2324 | 85.8,Jack Cork | Burnley | 1819 | 85.8
James McClean,1718,West Brom,ENG-Premier League,"MF,FW",28.0,1406,Ball Progressor,Defensive Anchor,32.7,25.2,7.5,92.5,1,0,Keko | Valladolid | 1819 | 81.3,Iván Alejo | Cádiz | 2223 | 76.1,Nathan Dyer | Swansea City | 1718 | 74.4,Marco D'Alessandro | Benevento | 1718 | 74.3,Jóhann Berg Guðmundsson | Burnley | 2122 | 74.1
Matt Phillips,1718,West Brom,ENG-Premier League,"MF,DF",26.0,2093,Ball Progressor,Creative Playmaker,34.8,22.6,12.2,87.8,1,2,Christopher Antwi-Adjei | Paderborn 07 | 1920 | 82.2,Luis Rioja | Alavés | 2021 | 82.2,Virgil Misidjan | Nürnberg | 1819 | 79.7,Lago Junior | Mallorca | 1920 | 78.0,Jim Allevinah | Clermont Foot | 2324 | 75.3
André Ayew,1718,West Ham,ENG-Premier League,"MF,FW",27.0,950,Ball Progressor,Defensive Anchor,30.8,25.2,5.6,94.4,1,0,,Luca Sangalli | Real Sociedad | 1819 | 74.0,João Pedro | Cagliari | 1718 | 73.9,,
Cheikhou Kouyaté,1718,West Ham,ENG-Premier League,MF,27.0,2799,Defensive Anchor,Ball Progressor,39.8,25.2,14.6,85.4,0,1,Rani Khedira | Union Berlin | 2223 | 94.4,Artur Ioniță | Cagliari | 1819 | 91.4,Mario Lemina | Wolves | 2324 | 87.9,Manuel Prietl | Arminia | 2021 | 86.9,Lucas Torró | Osasuna | 2425 | 86.6
João Mário,1718,West Ham,ENG-Premier League,MF,24.0,1022,Ball Progressor,Creative Playmaker,33.9,23.9,10.0,90.0,1,2,Alex Pritchard | Huddersfield | 1718 | 88.1,,Burgui | Alavés | 1718 | 82.3,,Federico Ricci | Genoa | 1718 | 81.7
Manuel Lanzini,1718,West Ham,ENG-Premier League,"MF,FW",24.0,2042,Creative Playmaker,Box-to-Box Engine,30.0,26.7,3.3,96.7,2,3,Martin Ødegaard | Real Sociedad | 1920 | 80.4,Sergio Canales | Betis | 2021 | 79.3,İlkay Gündoğan | Manchester City | 1819 | 76.9,Angelo Fulgini | Angers | 2021 | 75.6,Thiago Almada | Lyon | 2425 | 74.7
Mark Noble,1718,West Ham,ENG-Premier League,MF,30.0,2400,Defensive Anchor,Box-to-Box Engine,34.5,28.3,6.2,93.8,0,3,Dale Stephens | Brighton | 1920 | 91.2,Milan Badelj | Genoa | 2122 | 86.8,Andrea Poli | Bologna | 1920 | 85.2,Míchel | Valladolid | 1920 | 85.0,Tomás Pina Isla | Alavés | 1819 | 83.7
Pedro Obiang,1718,West Ham,ENG-Premier League,MF,25.0,1563,Defensive Anchor,Box-to-Box Engine,35.8,25.9,9.9,90.1,0,3,Bruno Zuculini | Hellas Verona | 1718 | 89.7,Mickael Malsa | Levante | 2122 | 89.5,Marvelous Nakamba | Aston Villa | 1920 | 88.3,Jon Moncayola | Osasuna | 1920 | 87.4,Otávio | Bordeaux | 1718 | 87.3
Aaron Ramsey,1819,Arsenal,ENG-Premier League,MF,27.0,1331,Creative Playmaker,Ball Progressor,35.6,25.5,10.1,89.9,2,1,Vincenzo Grifo | Hoffenheim | 1819 | 85.4,Hakim Ziyech | Chelsea | 2122 | 84.7,Leroy Sané | Bayern Munich | 2223 | 84.6,Alexis Sánchez | Arsenal | 1718 | 83.8,Franck Ribéry | Bayern Munich | 1819 | 83.3
Granit Xhaka,1819,Arsenal,ENG-Premier League,"MF,DF",25.0,2498,Box-to-Box Engine,Defensive Anchor,38.4,22.7,15.7,84.3,3,0,Jordan Henderson | Liverpool | 1718 | 89.6,Jorginho | Napoli | 1718 | 88.8,Rodri | Manchester City | 2122 | 88.7,Pierre Højbjerg | Marseille | 2425 | 84.2,Corentin Tolisso | Lyon | 2223 | 84.1
Lucas Torreira,1819,Arsenal,ENG-Premier League,MF,22.0,2382,Defensive Anchor,Box-to-Box Engine,33.6,31.5,2.1,97.9,0,3,Maxence Caqueret | Lyon | 2122 | 90.2,Rúben Neves | Wolves | 1819 | 87.8,Thiago Maia | Lille | 1718 | 86.7,Wilfred Ndidi | Leicester City | 1819 | 85.5,Declan Rice | West Ham | 1819 | 84.6
Mattéo Guendouzi,1819,Arsenal,ENG-Premier League,MF,19.0,2149,Box-to-Box Engine,Defensive Anchor,35.5,24.4,11.1,88.9,3,0,Harry Winks | Tottenham | 1819 | 82.6,Dani Ceballos | Arsenal | 1920 | 78.8,Lewis Cook | Bournemouth | 1718 | 78.5,Gonzalo Villar | Roma | 2021 | 78.3,Sofyan Amrabat | Fiorentina | 2223 | 78.0
Mesut Özil,1819,Arsenal,ENG-Premier League,"MF,FW",29.0,1735,Creative Playmaker,Ball Progressor,39.6,22.9,16.7,83.3,2,1,Josip Iličić | Atalanta | 2021 | 93.9,Suso | Sevilla | 2223 | 90.8,Ousmane Dembélé | Paris S-G | 2324 | 90.4,Willian | Chelsea | 1718 | 90.0,Isco | Real Madrid | 1718 | 89.8
Andrew Surman,1819,Bournemouth,ENG-Premier League,MF,31.0,1439,Defensive Anchor,Box-to-Box Engine,34.2,25.1,9.1,90.9,0,3,Álex Fernández | Cádiz | 2324 | 85.3,Milan Badelj | Genoa | 2425 | 83.8,Francesco Di Tacchio | Salernitana | 2122 | 82.7,Vicente Iborra | Villarreal | 2122 | 81.7,Ivan Radovanović | Genoa | 1920 | 81.5
Dan Gosling,1819,Bournemouth,ENG-Premier League,MF,28.0,1739,Defensive Anchor,Box-to-Box Engine,36.7,27.2,9.5,90.5,0,3,Pedro Mosquera | La Coruña | 1718 | 85.3,Adrien Silva | Sampdoria | 2021 | 85.2,Kalvin Phillips | Leeds United | 2122 | 83.5,Allan | Everton | 2122 | 82.5,Maxime Gonalons | Granada | 1920 | 81.1
David Brooks,1819,Bournemouth,ENG-Premier League,"MF,FW",21.0,2261,Ball Progressor,Creative Playmaker,31.9,29.4,2.5,97.5,1,2,Christoph Baumgartner | Hoffenheim | 2021 | 87.7,Jesper Lindstrøm | Eint Frankfurt | 2223 | 85.7,Marius Wolf | Eint Frankfurt | 1718 | 85.4,Ángel Correa | Atlético Madrid | 1718 | 84.6,Brais Méndez | Celta Vigo | 1819 | 83.4
Jefferson Lerma,1819,Bournemouth,ENG-Premier League,MF,23.0,2506,Defensive Anchor,Box-to-Box Engine,38.2,26.7,11.5,88.5,0,3,Calum Chambers | Fulham | 1819 | 94.9,Mickael Malsa | Levante | 2021 | 93.7,Jerdy Schouten | Bologna | 2021 | 92.8,Salih Özcan | Köln | 2122 | 91.2,Rúben Neves | Wolves | 1920 | 89.6
Junior Stanislas,1819,Bournemouth,ENG-Premier League,"MF,FW",28.0,1031,Creative Playmaker,Ball Progressor,36.8,27.4,9.4,90.6,2,1,Nabil Fekir | Betis | 2223 | 88.4,Hakim Ziyech | Chelsea | 2122 | 86.8,Marco Asensio | Paris S-G | 2324 | 85.9,Angelo Fulgini | Lens | 2425 | 85.6,Aleksei Miranchuk | Atalanta | 2324 | 85.3
Ryan Fraser,1819,Bournemouth,ENG-Premier League,"MF,FW",24.0,3166,Creative Playmaker,Ball Progressor,39.7,24.8,14.9,85.1,2,1,Jony | Alavés | 1819 | 92.5,Xherdan Shaqiri | Stoke City | 1718 | 91.5,Franck Honorat | Brest | 2021 | 89.9,Raphinha | Leeds United | 2021 | 89.5,Julian Brandt | Dortmund | 2425 | 89.3
Anthony Knockaert,1819,Brighton,ENG-Premier League,"MF,FW",26.0,1837,Ball Progressor,Creative Playmaker,30.6,24.0,6.6,93.4,1,2,Jóhann Berg Guðmundsson | Burnley | 1819 | 77.7,Matt Phillips | West Brom | 1718 | 68.7,Jamie Leweling | Stuttgart | 2425 | 67.3,Dominick Drexler | Köln | 1920 | 65.4,Federico Bernardeschi | Juventus | 1920 | 65.2
Beram Kayal,1819,Brighton,ENG-Premier League,MF,30.0,940,Defensive Anchor,Ball Progressor,39.5,24.5,15.0,85.0,0,1,Gelson Fernandes | Eint Frankfurt | 1718 | 89.8,Jean-Daniel Akpa-Akpro | Monza | 2425 | 89.4,Jake Livermore | West Brom | 2021 | 89.2,Yannick Cahuzac | Toulouse | 1718 | 86.0,Wakaso | Alavés | 1920 | 85.1
Dale Stephens,1819,Brighton,ENG-Premier League,MF,29.0,2485,Defensive Anchor,Box-to-Box Engine,42.4,24.3,18.1,81.9,0,3,Rubén Pérez | Leganés | 1819 | 95.0,Dani García | Eibar | 1718 | 91.2,Luka Milivojević | Crystal Palace | 2021 | 90.1,Idrissa Gana Gueye | Everton | 2223 | 89.5,Marten de Roon | Atalanta | 2122 | 89.5
Davy Pröpper,1819,Brighton,ENG-Premier League,MF,26.0,2546,Defensive Anchor,Box-to-Box Engine,38.9,25.0,13.9,86.1,0,3,Dani García | Eibar | 1718 | 91.9,Haris Belkebla | Brest | 2122 | 88.0,Jefferson Lerma | Bournemouth | 1920 | 87.1,Morgan Schneiderlin | Everton | 1718 | 86.3,Lucas Torró | Osasuna | 2223 | 85.4
Pascal Groß,1819,Brighton,ENG-Premier League,"MF,FW",27.0,1864,Creative Playmaker,Ball Progressor,30.1,29.6,0.5,99.5,2,1,Dimitri Payet | Marseille | 1819 | 89.5,Pablo Sarabia | Wolves | 2324 | 86.6,Aaron Hunt | Hamburger SV | 1718 | 85.3,Piotr Zieliński | Napoli | 2223 | 84.5,Simone Verdi | Torino | 2021 | 84.5
Yves Bissouma,1819,Brighton,ENG-Premier League,MF,21.0,1774,Defensive Anchor,Box-to-Box Engine,34.0,26.7,7.3,92.7,0,3,Amadou Koné | Reims | 2425 | 84.3,Eduardo Camavinga | Rennes | 1920 | 84.3,Pablo Barrios | Atlético Madrid | 2324 | 81.6,Manu Koné | Gladbach | 2122 | 80.4,Amadou Onana | Lille | 2122 | 79.7
Aaron Lennon,1819,Burnley,ENG-Premier League,MF,31.0,1215,Ball Progressor,Defensive Anchor,31.6,28.1,3.5,96.5,1,0,Patrick Ciurria | Monza | 2425 | 85.6,Anuar | Valladolid | 2425 | 81.2,Florent Mollet | Schalke 04 | 2223 | 77.6,Masaya Okugawa | Arminia | 2021 | 77.3,Selim Amallah | Valladolid | 2425 | 77.0
Ashley Westwood,1819,Burnley,ENG-Premier League,MF,28.0,2824,Defensive Anchor,Box-to-Box Engine,30.2,29.6,0.6,99.4,0,3,Ondrej Duda | Hellas Verona | 2425 | 86.0,Lewis Cook | Bournemouth | 2324 | 77.7,Robert Andrich | Union Berlin | 1920 | 76.9,Milan Badelj | Genoa | 2122 | 74.2,Christian Nørgaard | Brentford | 2122 | 73.5
Dwight McNeil,1819,Burnley,ENG-Premier League,MF,18.0,1591,Ball Progressor,Box-to-Box Engine,30.7,24.0,6.7,93.3,1,3,Merlin Röhl | Freiburg | 2324 | 77.4,Habib Diarra | Strasbourg | 2223 | 77.0,Jan Thielmann | Köln | 2122 | 72.9,Yunus Musah | Valencia | 2122 | 71.7,Yann Gboho | Toulouse | 2324 | 71.7
Jack Cork,1819,Burnley,ENG-Premier League,MF,29.0,3312,Defensive Anchor,Ball Progressor,37.7,25.6,12.1,87.9,0,1,Kenny McLean | Norwich City | 2122 | 91.8,Artur Ioniță | Benevento | 2021 | 89.9,Moussa Sissoko | Watford | 2122 | 89.1,Adrien Tameze | Hellas Verona | 2223 | 88.9,Rani Khedira | Union Berlin | 2223 | 87.2
Jeff Hendrick,1819,Burnley,ENG-Premier League,"MF,FW",26.0,2063,Ball Progressor,Defensive Anchor,32.8,29.2,3.6,96.4,1,0,Carles Aleñá | Getafe | 2223 | 86.4,Tonny Vilhena | Salernitana | 2223 | 84.8,Domen Črnigoj | Venezia | 2122 | 84.5,Carlo Boukhalfa | St. Pauli | 2425 | 84.4,Dimitri Foulquier | Getafe | 1819 | 84.0
