player,season,team,league,role_subgroup,archetype_id,primary_role,primary_role_label,primary_role_description,primary_role_similarity,role_confidence,role_ambiguity,role_profile_type,secondary_archetype_id,secondary_role,secondary_role_label,secondary_role_similarity,role_fit_bucket,primary_label_status,primary_archetype_match,minutes,pos_,age_,archetype_method,archetype_probability,archetype_similarity,progressive_passes_p90,pass_completion_pct,long_pass_completion_pct,passes_final_third_p90,blocks_p90,clearances_p90,interceptions_p90,tackles_p90,tackles_won_p90,aerials_won_p90,aerials_won_pct,duel_index_role,defending_index_role,errors_p90,recoveries_p90,progressive_carries_p90,progressive_receipts_p90,key_passes_p90,sca_p90,gca_p90,gca_live_p90,passes_penalty_area_p90,touches_att_third_p90,touches_box_p90,takeons_attempted_p90,takeons_success_pct,creation_index_role,progression_index_role,xg_p90,shots_p90,sot_p90,g_per_shot,g_per_sot,shot_distance,carries_box_p90,finishing_index_role,primary_archetype_id_calc,secondary_role_description
Phil Jagielka,1718,Everton,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,44.1,1.6,98.4,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,42.5,Ambiguous Fit,inferred_v1,True,2065,DF,34.0,PCA+KMeans,41.2,59.8,2.3144104803493453,75.0,52.6,2.7074235807860263,1.310043668122271,7.816593886462883,1.7030567685589522,1.4410480349344978,1.0043668122270744,2.8384279475982535,61.3,38.04614264919942,3.5283842794759828,0.04366812227074236,5.37117903930131,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Séamus Coleman,1718,Everton,ENG-Premier League,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",43.4,11.7,88.3,Hybrid,2,Aerial Defender,🦅 Aerial Defender,31.7,Ambiguous Fit,inferred_v1,True,1035,DF,28.0,PCA+KMeans,20.0,63.2,3.8260869565217392,71.5,32.7,2.608695652173913,1.391304347826087,2.5217391304347827,0.8695652173913043,1.2173913043478262,1.2173913043478262,1.2173913043478262,56.0,42.20579710144928,2.121739130434783,0.17391304347826086,4.608695652173913,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Chris Löwe,1718,Huddersfield,ENG-Premier League,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",63.0,25.8,74.2,Specialist,2,Aerial Defender,🦅 Aerial Defender,37.1,Hybrid Fit,inferred_v1,True,1588,DF,28.0,PCA+KMeans,23.2,64.3,3.1249999999999996,69.2,41.6,2.6136363636363633,1.1931818181818181,3.693181818181818,1.9318181818181817,2.443181818181818,1.6477272727272725,0.6818181818181818,50.0,37.72727272727273,2.693181818181818,0.17045454545454544,4.204545454545454,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Christopher Schindler,1718,Huddersfield,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,54.7,13.9,86.1,Balanced,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,40.8,Ambiguous Fit,inferred_v1,True,3265,DF,27.0,PCA+KMeans,35.2,44.7,2.203856749311295,80.9,57.8,1.4876033057851241,1.4876033057851241,7.575757575757576,2.066115702479339,2.2865013774104685,1.6804407713498624,4.187327823691461,62.3,55.495775941230484,3.542699724517907,0.027548209366391185,4.297520661157025,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Mathias Jørgensen,1718,Huddersfield,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,42.0,1.5,98.5,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,40.4,Ambiguous Fit,inferred_v1,True,3420,DF,27.0,PCA+KMeans,41.6,62.7,3.1578947368421053,76.5,51.1,2.5,1.2894736842105263,6.552631578947368,2.0,1.4473684210526316,0.9473684210526315,2.289473684210526,51.5,51.26315789473684,3.1315789473684212,0.13157894736842105,4.368421052631579,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Scott Malone,1718,Huddersfield,ENG-Premier League,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",58.1,18.3,81.7,Balanced,2,Aerial Defender,🦅 Aerial Defender,39.8,Ambiguous Fit,inferred_v1,True,1119,DF,26.0,PCA+KMeans,17.4,49.2,4.112903225806451,69.5,50.0,2.5806451612903225,0.9677419354838709,3.467741935483871,2.096774193548387,3.1451612903225805,2.338709677419355,1.0483870967741935,50.0,33.68279569892473,3.370967741935484,0.16129032258064516,7.177419354838709,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Terence Kongolo,1718,Huddersfield,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,24.7,0.6,99.4,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,24.1,Ambiguous Fit,inferred_v1,True,1049,DF,23.0,PCA+KMeans,7.0,32.3,3.076923076923077,67.4,33.3,2.735042735042735,1.0256410256410258,6.068376068376069,2.735042735042735,2.8205128205128207,1.7094017094017095,2.307692307692308,67.5,46.60256410256411,3.3846153846153846,0.0,4.273504273504273,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Tommy Smith,1718,Huddersfield,ENG-Premier League,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",51.2,15.8,84.2,Balanced,2,Aerial Defender,🦅 Aerial Defender,35.4,Ambiguous Fit,inferred_v1,True,1904,DF,25.0,PCA+KMeans,23.2,70.6,2.6415094339622645,69.1,37.0,2.1226415094339623,1.0377358490566038,3.7735849056603774,1.2264150943396226,1.7924528301886793,1.2735849056603774,0.8490566037735849,54.5,41.51635220125786,2.5943396226415096,0.14150943396226415,5.1415094339622645,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Ben Chilwell,1718,Leicester City,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,35.3,5.4,94.6,Hybrid,2,Aerial Defender,🦅 Aerial Defender,30.0,Ambiguous Fit,inferred_v1,False,1853,DF,20.0,PCA+KMeans,4.5,56.4,3.786407766990291,71.1,44.1,2.8640776699029122,1.5048543689320388,3.4466019417475726,1.3592233009708736,1.7475728155339805,1.262135922330097,3.203883495145631,52.0,38.26796116504855,2.8640776699029127,0.14563106796116504,6.2621359223300965,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Christian Fuchs,1718,Leicester City,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,31.9,0.1,99.9,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,31.8,Ambiguous Fit,inferred_v1,True,1921,DF,31.0,PCA+KMeans,7.2,44.9,3.9906103286384975,68.7,41.5,3.6150234741784035,1.07981220657277,4.037558685446009,2.7230046948356805,1.9248826291079812,1.2676056338028168,2.863849765258216,62.2,41.68794992175274,3.1924882629107976,0.0,6.197183098591549,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Danny Simpson,1718,Leicester City,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,46.0,11.5,88.5,Hybrid,2,Aerial Defender,🦅 Aerial Defender,34.5,Ambiguous Fit,inferred_v1,False,2306,DF,30.0,PCA+KMeans,10.0,68.1,2.109375,75.1,46.9,2.2265625,1.2109375,5.15625,1.328125,1.484375,0.859375,1.5234375,46.4,35.57447916666666,2.8515625,0.0390625,5.078125,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Harry Maguire,1718,Leicester City,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,57.4,9.8,90.2,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,47.6,Ambiguous Fit,inferred_v1,True,3420,DF,24.0,PCA+KMeans,16.4,60.1,4.684210526315789,77.4,59.0,3.3684210526315788,0.9210526315789473,4.7631578947368425,1.263157894736842,1.6578947368421053,1.2105263157894737,3.1315789473684212,66.1,51.41052631578947,3.1368421052631574,0.02631578947368421,7.078947368421052,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Wes Morgan,1718,Leicester City,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,48.4,8.7,91.3,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,39.7,Ambiguous Fit,inferred_v1,True,2817,DF,33.0,PCA+KMeans,42.4,65.8,1.5974440894568689,80.7,60.9,0.926517571884984,1.3099041533546325,4.664536741214057,0.9904153354632588,1.1182108626198082,0.7987220447284344,2.9073482428115014,61.5,46.46911608093717,2.2492012779552715,0.03194888178913738,3.1629392971246006,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Alberto Moreno,1718,Liverpool,ENG-Premier League,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",43.1,15.5,84.5,Balanced,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,27.5,Ambiguous Fit,inferred_v1,True,1266,DF,25.0,PCA+KMeans,41.8,75.5,4.184397163120567,81.3,56.0,3.120567375886525,1.3475177304964538,3.120567375886525,0.851063829787234,2.4822695035460995,1.8439716312056738,0.6382978723404256,34.6,33.97943262411348,2.539007092198582,0.0,4.8936170212765955,,,,,,,,,,,,,,,,,,,,,,1,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Andrew Robertson,1718,Liverpool,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",48.1,3.3,96.7,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,44.8,Ambiguous Fit,inferred_v1,False,1940,DF,23.0,PCA+KMeans,38.7,67.2,6.944444444444444,83.5,49.0,5.601851851851851,1.0185185185185184,2.5925925925925926,1.2037037037037037,1.4351851851851851,0.787037037037037,0.6944444444444444,62.5,38.69814814814814,2.5462962962962963,0.0,6.481481481481481,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Dejan Lovren,1718,Liverpool,ENG-Premier League,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,43.9,7.2,92.8,Hybrid,2,Aerial Defender,🦅 Aerial Defender,36.7,Ambiguous Fit,inferred_v1,False,2127,DF,28.0,PCA+KMeans,15.2,49.5,4.1525423728813555,88.3,63.6,4.110169491525424,1.1016949152542372,6.186440677966101,1.6101694915254237,1.1016949152542372,0.7203389830508474,4.406779661016949,63.4,22.602259887005648,2.906779661016949,0.0847457627118644,4.533898305084746,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Joe Gomez,1718,Liverpool,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",40.7,1.0,99.0,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,39.8,Ambiguous Fit,inferred_v1,False,1902,DF,20.0,PCA+KMeans,8.2,35.7,7.298578199052132,80.9,52.2,6.492890995260663,0.9004739336492891,2.701421800947867,1.6113744075829384,2.748815165876777,2.132701421800948,1.5639810426540284,52.4,47.48799368088468,2.9573459715639805,0.04739336492890995,6.824644549763033,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Joël Matip,1718,Liverpool,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",36.8,3.2,96.8,Hybrid,2,Aerial Defender,🦅 Aerial Defender,33.7,Ambiguous Fit,inferred_v1,True,1997,DF,25.0,PCA+KMeans,4.9,64.0,4.864864864864865,88.6,69.8,4.2342342342342345,1.1711711711711712,4.54954954954955,1.5765765765765767,1.5765765765765767,1.0810810810810811,2.5225225225225225,72.7,50.074174174174175,2.8828828828828827,0.04504504504504505,5.54054054054054,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Ragnar Klavan,1718,Liverpool,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",61.6,13.4,86.6,Balanced,2,Aerial Defender,🦅 Aerial Defender,48.2,Hybrid Fit,inferred_v1,True,1451,DF,31.0,PCA+KMeans,19.2,62.5,4.534161490683229,90.1,66.4,3.7888198757763973,0.6832298136645962,5.279503105590062,0.9316770186335402,0.8695652173913043,0.6211180124223602,2.2981366459627326,48.7,43.666045548654246,2.7453416149068324,0.06211180124223602,5.962732919254658,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Trent Alexander-Arnold,1718,Liverpool,ENG-Premier League,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",33.7,16.2,83.8,Balanced,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,17.5,Ambiguous Fit,inferred_v1,True,1573,DF,18.0,PCA+KMeans,25.3,60.8,5.371428571428571,73.6,48.1,4.3428571428571425,1.1428571428571428,2.6285714285714286,1.6,2.1142857142857143,1.4285714285714286,0.2857142857142857,22.7,27.861904761904764,3.017142857142857,0.05714285714285714,7.6,,,,,,,,,,,,,,,,,,,,,,1,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Virgil van Dijk,1718,Liverpool,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",32.0,5.7,94.3,Hybrid,2,Aerial Defender,🦅 Aerial Defender,26.3,Ambiguous Fit,inferred_v1,True,1260,DF,26.0,PCA+KMeans,4.1,31.1,5.857142857142857,89.7,71.2,4.357142857142857,0.5714285714285714,5.714285714285714,1.2857142857142858,1.0714285714285714,0.5714285714285714,5.5,72.6,26.03333333333333,2.7142857142857144,0.07142857142857142,4.928571428571429,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Danilo,1718,Manchester City,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",51.1,0.4,99.6,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,50.7,Ambiguous Fit,inferred_v1,False,1349,DF,26.0,PCA+KMeans,16.2,48.1,5.933333333333334,88.1,60.8,5.266666666666667,1.0,2.2,1.2666666666666666,2.8666666666666667,1.9333333333333333,1.0666666666666667,72.7,45.08888888888888,2.333333333333333,0.0,4.333333333333333,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Fabian Delph,1718,Manchester City,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",43.5,10.1,89.9,Hybrid,2,Aerial Defender,🦅 Aerial Defender,33.4,Ambiguous Fit,inferred_v1,True,1741,DF,27.0,PCA+KMeans,23.2,38.4,6.839378238341968,92.3,70.5,6.683937823834197,0.8290155440414507,2.176165803108808,1.5544041450777202,2.383419689119171,1.761658031088083,1.0362694300518134,39.2,44.67875647668394,2.932642487046632,0.10362694300518134,7.72020725388601,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
John Stones,1718,Manchester City,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",26.2,2.8,97.2,Hybrid,2,Aerial Defender,🦅 Aerial Defender,23.5,Ambiguous Fit,inferred_v1,True,1302,DF,23.0,PCA+KMeans,21.4,45.3,4.896551724137931,95.8,84.4,3.5172413793103448,0.5517241379310345,3.0344827586206895,1.3103448275862069,1.0344827586206897,0.7586206896551724,2.2758620689655173,76.7,59.65862068965517,2.110344827586207,0.0,4.620689655172414,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Kyle Walker,1718,Manchester City,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",38.8,4.3,95.7,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,34.5,Ambiguous Fit,inferred_v1,False,2784,DF,27.0,PCA+KMeans,47.3,60.6,7.15210355987055,86.0,61.2,7.15210355987055,0.6796116504854369,2.4271844660194177,0.9385113268608415,1.5210355987055018,1.0032362459546926,2.233009708737864,67.6,46.077669902912625,2.2459546925566345,0.06472491909385114,5.6634304207119746,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Nicolás Otamendi,1718,Manchester City,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",39.9,6.2,93.8,Hybrid,2,Aerial Defender,🦅 Aerial Defender,33.7,Ambiguous Fit,inferred_v1,True,2967,DF,29.0,PCA+KMeans,41.9,58.7,6.424242424242424,91.8,76.3,6.848484848484849,0.6363636363636364,3.909090909090909,1.4545454545454546,1.7575757575757576,1.303030303030303,2.303030303030303,53.5,42.40101010101011,2.703030303030303,0.09090909090909091,5.757575757575758,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Vincent Kompany,1718,Manchester City,ENG-Premier League,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",28.9,1.5,98.5,Hybrid,2,Aerial Defender,🦅 Aerial Defender,27.5,Ambiguous Fit,inferred_v1,True,1394,DF,31.0,PCA+KMeans,23.7,47.1,5.483870967741935,92.5,78.7,6.064516129032258,0.6451612903225806,4.709677419354839,1.032258064516129,1.2903225806451613,0.7096774193548387,2.7096774193548385,77.8,60.169892473118274,2.709677419354839,0.06451612903225806,5.870967741935484,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Antonio Valencia,1718,Manchester Utd,ENG-Premier League,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",60.6,21.0,79.0,Balanced,2,Aerial Defender,🦅 Aerial Defender,39.5,Hybrid Fit,inferred_v1,True,2740,DF,31.0,PCA+KMeans,37.6,79.2,2.763157894736842,82.8,48.0,2.993421052631579,1.5460526315789473,2.6315789473684212,1.5789473684210527,1.875,1.0526315789473684,0.7236842105263158,46.8,35.97456140350877,2.763157894736842,0.0,6.184210526315789,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Ashley Young,1718,Manchester Utd,ENG-Premier League,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",75.0,31.8,68.2,Specialist,2,Aerial Defender,🦅 Aerial Defender,43.3,Good Fit,inferred_v1,True,2442,DF,32.0,PCA+KMeans,30.1,75.3,3.8007380073800734,76.4,49.5,4.317343173431734,0.8856088560885609,3.173431734317343,2.103321033210332,1.955719557195572,1.1808118081180812,0.7011070110701106,47.5,34.667035670356704,2.8634686346863463,0.03690036900369004,6.199261992619926,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
